species,decimalLongitude,decimalLatitude,countryCode,individualCount,gbifID,family,taxonRank,coordinateUncertaintyInMeters,year,basisOfRecord,institutionCode,datasetName,dataset,datasettotal
Ceiba speciosa,-44.6575,-13.230556,BRA,NA,1094889658,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba crispiflora,-48.5275,-27.7175,BRA,NA,1089037632,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UNICAMP,UEC - Herbário da Universidade Estadual de Campinas,NA,TOTAL
Ceiba speciosa,-44.6575,-13.230556,BRA,NA,1424377311,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba glaziovii,-37.409775,-10.0324,BRA,NA,1087683957,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba glaziovii,-37.473056,-10.536667,BRA,NA,1077609592,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,IMA,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,NA,TOTAL
Ceiba speciosa,-49.361389,-28.515833,BRA,NA,1099619225,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UCS,HUCS - Herbário da Universidade de Caxias do Sul,NA,TOTAL
Ceiba glaziovii,-37.275758,-9.919742,BRA,NA,1837389393,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,IMA,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,NA,TOTAL
Ceiba jasminodora,-43.885556,-17.9275,BRA,NA,1213619738,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UnB,UB - Herbário da Universidade de Brasília,NA,TOTAL
Ceiba jasminodora,-43.885556,-17.9275,BRA,NA,1213619732,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UnB,UB - Herbário da Universidade de Brasília,NA,TOTAL
Ceiba ventricosa,-44,-15,BRA,NA,1087651616,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,Universidade Federal de Minas Gerais (UFMG),BHCB - Herbário da Universidade Federal de Minas Gerais,NA,TOTAL
Ceiba jasminodora,-44.198889,-17.690333,BRA,NA,1089113764,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UNICAMP,UEC - Herbário da Universidade Estadual de Campinas,NA,TOTAL
Ceiba pubiflora,-57.7875,-19.108611,BRA,NA,1077323618,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),CPAP - Herbário CPAP,NA,TOTAL
Ceiba lupuna,-67.605,-10.089722,BRA,NA,1424356236,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba glaziovii,-38.183333,-10.708333,BRA,NA,1087681592,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba glaziovii,-37.003333,-9.970833,BRA,NA,1587317780,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,IMA,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,NA,TOTAL
Ceiba glaziovii,-36.898222,-7.470556,BRA,NA,1089180439,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UFPB,JPB - Herbário Lauro Pires Xavier,NA,TOTAL
Ceiba glaziovii,-38.183333,-10.708333,BRA,NA,1087681618,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba jasminodora,-42.702778,-16.010111,BRA,NA,1291012821,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,Universidade Federal de Minas Gerais (UFMG),BHCB - Herbário da Universidade Federal de Minas Gerais,NA,TOTAL
Ceiba pentandra,-60.27,-4.93582,BRA,NA,1042688590,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,TOTAL
Ceiba glaziovii,-37.984083,-10.884,BRA,NA,1087681535,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba glaziovii,-37.278056,-9.917222,BRA,NA,1087686513,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba glaziovii,-37.111667,-7.825056,BRA,NA,1090904594,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba erianthos,-39.130833,-12.615,BRA,NA,1094882832,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pentandra,-40.825833,-9.294597,BRA,NA,1090904642,Malvaceae,SPECIES,NA,2010,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba glaziovii,-38.888667,-7.629083,BRA,NA,1090897736,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba speciosa,-52.743889,-26.9725,BRA,NA,1077390378,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,"Universidade Regional de Blumenau, FURB",FURB - Herbário Dr. Roberto Miguel Klein,NA,TOTAL
Ceiba speciosa,-53.418056,-26.591944,BRA,NA,1077390479,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,"Universidade Regional de Blumenau, FURB",FURB - Herbário Dr. Roberto Miguel Klein,NA,TOTAL
Ceiba samauma,-55.935778,-9.601778,BRA,NA,1226936639,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,NA,TOTAL
Ceiba speciosa,-55.94,-9.6,BRA,NA,912468530,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,K,NA,NA,TOTAL
Ceiba pentandra,-55.94,-9.61,BRA,NA,912468557,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,K,NA,NA,TOTAL
Ceiba speciosa,-53.418056,-26.591944,BRA,NA,1094717403,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,UNESC,CRI - Herbário Pe. Dr. Raulino Reitz,NA,TOTAL
Ceiba speciosa,-53.418056,-26.591944,BRA,NA,1324596073,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,Universidade Tecnológica Federal do Paraná (UTFPR),HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão,NA,TOTAL
Ceiba speciosa,-49.144167,-23.833889,BRA,NA,1840923925,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,IF,SPSF - Herbário Dom Bento José Pickel,NA,TOTAL
Ceiba speciosa,-51.163611,-18.526111,BRA,NA,1090705764,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,Universidade Federal de Goiás (UFG),HJ - Herbario Jataiense Prof. Germano Guarim Neto,NA,TOTAL
Ceiba glaziovii,-39.281472,-8.207889,BRA,NA,1090898558,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba pubiflora,-57.727222,-19.153611,BRA,NA,1077323477,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),CPAP - Herbário CPAP,NA,TOTAL
Ceiba speciosa,-56.788611,-9.323333,BRA,NA,1090665382,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,UNEMAT,HERBAM - Herbário da Amazônia Meridional,NA,TOTAL
Ceiba glaziovii,-41.732778,-12.488056,BRA,NA,1077231821,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,NA,TOTAL
Ceiba pubiflora,-44.628889,-14.935833,BRA,NA,1802875276,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,FUNED,Funed-Pol - Coleção de lâminas de grãos de pólen,NA,TOTAL
Ceiba erianthos,-39.390278,-11.727778,BRA,NA,1094866306,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-39.18225,-8.098194,BRA,NA,1090900269,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba glaziovii,-42.650833,-14.765278,BRA,NA,1077231991,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,NA,TOTAL
Ceiba glaziovii,-42.650833,-14.765278,BRA,NA,1094870419,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pentandra,-57.080944,-9.055472,BRA,NA,1801347978,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,UNEMAT,HERBAM - Herbário da Amazônia Meridional,NA,TOTAL
Ceiba glaziovii,-36.898222,-7.470556,BRA,NA,1089177933,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,UFPB,JPB - Herbário Lauro Pires Xavier,NA,TOTAL
Ceiba samauma,-57.727222,-19.153611,BRA,NA,1077323577,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),CPAP - Herbário CPAP,NA,TOTAL
Ceiba speciosa,-53.420556,-24.937222,BRA,NA,1658213683,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,UEM,HUEM - Herbário UEM,NA,TOTAL
Ceiba pubiflora,-54.595278,-20.432778,BRA,NA,1090738989,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,NA,TOTAL
Ceiba speciosa,-54.620278,-20.485278,BRA,NA,1090738975,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,NA,TOTAL
Ceiba speciosa,-54.613333,-20.493611,BRA,NA,1090738969,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,NA,TOTAL
Ceiba glaziovii,-36.633142,-9.406106,BRA,NA,1077603686,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,IMA,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,NA,TOTAL
Ceiba speciosa,-44.726944,-22.640833,BRA,NA,1226936793,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,NA,TOTAL
Ceiba speciosa,-54.538639,-21.969361,BRA,NA,1090742626,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,NA,TOTAL
Ceiba glaziovii,-35.832806,-9.543972,BRA,NA,1077603638,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,IMA,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,NA,TOTAL
Ceiba speciosa,-44.726944,-22.640833,BRA,NA,1424405698,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba speciosa,-54.620278,-20.509722,BRA,NA,1090738986,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,NA,TOTAL
Ceiba erianthos,-47.875303,-22.968303,BRA,NA,1089106685,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,UNICAMP,UEC - Herbário da Universidade Estadual de Campinas,NA,TOTAL
Ceiba jasminodora,-42.9,-16.593056,BRA,NA,1829093563,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,NA,TOTAL
Ceiba glaziovii,-40.323514,-10.712211,BRA,NA,1090895609,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba glaziovii,-40.385,-10.821944,BRA,NA,1424363019,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba jasminodora,-43.641028,-17.787889,BRA,NA,1087643251,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,Universidade Federal de Minas Gerais (UFMG),BHCB - Herbário da Universidade Federal de Minas Gerais,NA,TOTAL
Ceiba jasminodora,-43.832222,-17.914167,BRA,NA,1087643409,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,Universidade Federal de Minas Gerais (UFMG),BHCB - Herbário da Universidade Federal de Minas Gerais,NA,TOTAL
Ceiba jasminodora,-41.875556,-16.370556,BRA,NA,1087643257,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,Universidade Federal de Minas Gerais (UFMG),BHCB - Herbário da Universidade Federal de Minas Gerais,NA,TOTAL
Ceiba erianthos,-40.701667,-20.328889,BRA,NA,1123825501,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,MBML,MBML-Herbario - Herbário Mello Leitão,NA,TOTAL
Ceiba erianthos,-42.533333,-19.503333,BRA,NA,1853942997,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,Universidade Federal de Minas Gerais (UFMG),BHCB - Herbário da Universidade Federal de Minas Gerais,NA,TOTAL
Ceiba erianthos,-40.443889,-18.776944,BRA,NA,1424258724,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba speciosa,-55.88,-9.47,BRA,NA,912467885,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,K,NA,NA,TOTAL
Ceiba glaziovii,-37.684167,-9.805278,BRA,NA,1087676926,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,"Universidade Federal de Sergipe, UFS",ASE - Herbário da Universidade Federal de Sergipe,NA,TOTAL
Ceiba erianthos,-40.5,-12.419444,BRA,NA,1094859234,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba speciosa,-47.535186,-23.368519,BRA,NA,1089105352,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,UNICAMP,UEC - Herbário da Universidade Estadual de Campinas,NA,TOTAL
Ceiba rubriflora,-43.958889,-13.789444,BRA,NA,1087383177,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,"Instituto de Botânica, IBT","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",NA,TOTAL
Ceiba glaziovii,-35.843944,-8.381944,BRA,NA,1077576994,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,IPA,IPA - Herbário - IPA Dárdano de Andrade Lima,NA,TOTAL
Ceiba glaziovii,-41.305,-11.828889,BRA,NA,1094861719,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba speciosa,-51.916667,-23.416667,BRA,NA,1089271726,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEM,HUEM - Herbário UEM,NA,TOTAL
Ceiba speciosa,-51.916667,-23.416667,BRA,NA,1089271703,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEM,HUEM - Herbário UEM,NA,TOTAL
Ceiba speciosa,-52.330889,-24.10425,BRA,NA,1077470496,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,Universidade Tecnológica Federal do Paraná (UTFPR),HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão,NA,TOTAL
Ceiba pubiflora,-42.245556,-13.297222,BRA,NA,1094836790,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-36.45475,-6.824917,BRA,NA,1089173256,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UFPB,JPB - Herbário Lauro Pires Xavier,NA,TOTAL
Ceiba speciosa,-52.330833,-24.104167,BRA,NA,1424221086,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,JBRJ,RB - Rio de Janeiro Botanical Garden Herbarium Collection,NA,TOTAL
Ceiba rubriflora,-44.32,-13.586111,BRA,NA,1094835780,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-44.32,-13.586111,BRA,NA,1094835762,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-44.2,-14.216667,BRA,NA,1077226747,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,NA,TOTAL
Ceiba pubiflora,-40.405278,-11.014722,BRA,NA,1094836538,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-41.407778,-11.013611,BRA,NA,1094836575,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba speciosa,-55.915556,-9.580556,BRA,NA,1090662470,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UNEMAT,HERBAM - Herbário da Amazônia Meridional,NA,TOTAL
Ceiba pubiflora,-43.61525,-19.306472,BRA,NA,1226936563,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,NA,TOTAL
Ceiba erianthos,-40.442222,-20.107778,BRA,NA,1123812978,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,MBML,MBML-Herbario - Herbário Mello Leitão,NA,TOTAL
Ceiba insignis,-55.91,-9.580167,BRA,NA,1042535406,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,TOTAL
Ceiba pubiflora,-44.2,-14.216667,BRA,NA,1094841435,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba speciosa,-55.5454,-9.3449,BRA,NA,1090626749,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,USP,SPF - Herbário da Universidade de São Paulo,NA,TOTAL
Ceiba pubiflora,-52.928611,-19.186389,BRA,NA,1420319736,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul,NA,TOTAL
Ceiba speciosa,-55.91,-9.58,BRA,NA,912375328,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,K,NA,NA,TOTAL
Ceiba glaziovii,-39.183889,-12.161667,BRA,NA,1094837549,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba speciosa,-43.915972,-19.891611,BRA,NA,1087645314,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,Universidade Federal de Minas Gerais (UFMG),BHCB - Herbário da Universidade Federal de Minas Gerais,NA,TOTAL
Ceiba samauma,-55.82,-9.44,BRA,NA,912467750,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,K,NA,NA,TOTAL
Ceiba pubiflora,-38.4725,-10.068611,BRA,NA,1094840102,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-40.515278,-19.354444,BRA,NA,1123813032,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,MBML,MBML-Herbario - Herbário Mello Leitão,NA,TOTAL
Ceiba rubriflora,-44.309722,-13.625833,BRA,NA,1094848254,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-38.4725,-10.068611,BRA,NA,1094840145,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pubiflora,-37.245833,-8.575833,BRA,NA,1094840094,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba pentandra,-43.275556,-9.264444,BRA,NA,1094839944,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-39.785278,-12.724444,BRA,NA,1094841223,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-40.416667,-11.183333,BRA,NA,1094842028,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-40.137222,-11.606667,BRA,NA,1587313865,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,IMA,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,NA,TOTAL
Ceiba pentandra,-62.071836,-6.399692,BRA,NA,1095267085,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM - Herbário do Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",NA,TOTAL
Ceiba erianthos,-42.753333,-13.086111,BRA,NA,1094839280,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-40.046278,-11.596775,BRA,NA,1090895512,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UNIVASF,HVASF - Herbário Vale do São Francisco,NA,TOTAL
Ceiba speciosa,-44.666667,-14.381389,BRA,NA,1077227171,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,Universidade Federal da Bahia (UFBA),ALCB - Herbário Alexandre Leal Costa,NA,TOTAL
Ceiba glaziovii,-40.42,-11.18,BRA,NA,1098004597,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,NY,Vascular plants,NA,TOTAL
Ceiba erianthos,-40.43,-20.095556,BRA,NA,1123814444,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,MBML,MBML-Herbario - Herbário Mello Leitão,NA,TOTAL
Ceiba speciosa,-44.548611,-14.274444,BRA,NA,1094844223,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-36.890944,-7.475333,BRA,NA,1089174730,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UFPB,JPB - Herbário Lauro Pires Xavier,NA,TOTAL
Ceiba pubiflora,-42.297222,-12.648611,BRA,NA,1094845361,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba glaziovii,-36.061111,-7.076944,BRA,NA,1089174316,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UFPB,JPB - Herbário Lauro Pires Xavier,NA,TOTAL
Ceiba glaziovii,-42.509167,-12.718611,BRA,NA,1094845372,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba samauma,-55.966667,-16.266667,BRA,NA,1571565310,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,UFMT,UFMT - Herbário UFMT,NA,TOTAL
Ceiba pentandra,-35.735278,-9.666111,BRA,NA,1587305293,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,IMA,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,NA,TOTAL
Ceiba samauma,-48.304444,-10.418889,BRA,NA,1090525811,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,UNITINS,HUTO - Herbário da Universidade de Tocantins,NA,TOTAL
Ceiba speciosa,-49.2,-16.216667,BRA,NA,1087242884,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,UnB,UB - Herbário da Universidade de Brasília,NA,TOTAL
Ceiba glaziovii,-37.903611,-9.270278,BRA,NA,1077599357,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,IMA,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,NA,TOTAL
Ceiba erianthos,-40.431667,-20.093889,BRA,NA,1094883773,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,UEFS,HUEFS - Herbario da Universidade Estadual de Feira de Santana,NA,TOTAL
Ceiba erianthos,-40.431667,-20.093889,BRA,NA,1123815403,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,MBML,MBML-Herbario - Herbário Mello Leitão,NA,TOTAL
Ceiba boliviana,-57.597222,-19.143056,BRA,NA,1077323002,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),CPAP - Herbário CPAP,NA,TOTAL
Ceiba erianthos,-40.437778,-20.097222,BRA,NA,1123809966,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,MBML,MBML-Herbario - Herbário Mello Leitão,NA,TOTAL
